iderroservico;idservico;titulo_servico;slug_servico;slug_categoria;siglaorgao;nome_orgao;conteudo;atendido;resolucao_erro;corrigido_erro;data_criacao_erro;data_atualizacao_erro
0e45a983-b093-4763-8e0b-5a69f7bd4b89;761;Contestar multa, autuação ou penalidades;contestacao-administrativa-de-multa-autuacao-e-penalidades159;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;O site é totalmente não funcional, impossivel ter acesso a informações basicas e com suas funções desligadas. Se eu quisesse ir a uma agência não teria necessidade do site me informar isso.;True;Os links disponíveis estão corretos.;True;2026-02-10 08:37:00.224956-05:00;2026-02-19 12:38:10.830317-05:00
0e12710e-f021-43ec-8c82-f34786bc83a2;844;Solicitar Renovação de CNH com Exercício de Atividade Remunerada - EAR;incluir-ear-na-carteira-nacional-de-habilitacao-cnh34;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;erro na escolha do local;True;Não foi específico no detalhamento, provavelmente é de outro EStado.;True;2026-02-09 18:12:14.548899-05:00;2026-02-19 12:35:07.592074-05:00
b9098911-99a9-462c-8428-50e3225c47bb;1140;Solicitar adição de categoria na Carteira Nacional de Habilitação - CNH;solicitar-adicao-de-categoria-na-carteira-nacional-de-habilitacao-cnh144;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Sou de Curitiba não Mato Grosso do Sul;True;Cidadão quer serviço do Estado do PR;True;2026-02-09 08:57:38.406593-05:00;2026-02-19 12:34:20.020013-05:00
75d1c2d0-c198-4b2f-8e1d-b75f8f9755e6;729;Solicitar Agendamento de Exame/Reexame Teórico Técnico;solicitacao-de-aplicacao-de-exames-de-habilitacao-teorico-e-pratico143;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Quero Detran Bh;True;Cidadão quer serviço do Detran BH;True;2026-02-08 11:46:12.827533-05:00;2026-02-19 12:33:44.690060-05:00
bddc1c2c-8222-46e4-89bd-24bf50fcb0d6;1136;Solicitar Processo Primeira Habilitação (Permissão para Dirigir-PpD);solicitar-processo-primeira-habilitacao-permissao-para-dirigir-ppd42;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Preciso agendar no detran guarulhos;True;Cidadão quer serviço do Detran SP;True;2026-02-07 16:28:16.038947-05:00;2026-02-19 12:32:08.008779-05:00
b16d1f85-a250-4fbc-b646-c6349373ab53;729;Solicitar Agendamento de Exame/Reexame Teórico Técnico;solicitacao-de-aplicacao-de-exames-de-habilitacao-teorico-e-pratico143;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Não estou tendo a opção do meu estado para fazer meu agendamento;True;Pedido nao corresponde ao Estado do MS.;True;2026-02-06 08:08:41.285171-05:00;2026-02-19 12:31:36.054956-05:00
869586c8-880e-49d4-9485-34a0b9b061ec;135;Emitir certidão de antecedentes criminais;expedicao-de-certidao-de-antecedentes-criminais35;seguranca;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Não consigo tirar a Certidão de Antecedentes.;False;;False;2026-02-04 09:36:21.647544-05:00;2026-02-04 09:36:21.647559-05:00
2d518ed9-cd06-48a4-a119-31c485b0e8ae;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Não consigo fazer identidade nova sempre a data  de nascimento ,nada consigo p preencher nao conclui;False;;False;2026-02-03 16:35:56.728476-05:00;2026-02-03 16:35:56.728494-05:00
25fa2664-ac60-4055-a99c-689b5381a7fc;1176;Solicitar vistoria;vistoria147;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Não tem Detran de MG, Belo Horizonte.;True;Cidadão busca serviço para o Estado de MG;True;2026-02-03 07:17:12.928628-05:00;2026-02-05 09:04:53.512128-05:00
f5da116a-ce04-413c-972f-405e718466b4;1339;Fazer transferência digital de veículo;fazer-transferencia-digital-de-veiculo196;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;"Fiz a transferência, porém o Detran não finalizou a transferência e os débitos do carro estão vindo no meu nome.
E estão até em protesto no cartório.
Como resolver?";True;Para que a transferência digital seja efetivada, é necessário que vendedor e comprador tenham o aplicativo CNH do Brasil, e o comprador precisa dar o aceite. Em caso de dúvidas, procure uma agência para atendimento presencial.;True;2026-02-02 19:03:54.969478-05:00;2026-02-05 09:07:52.503780-05:00
4f01b109-be01-40e8-817c-c1f9ec86a785;874;Solicitar tratamento fora de domicílio;tratamento-fora-de-domicilio43;saude-e-cuidado;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;COMO SUJESTÃO, DISCUTIR COM A AREA TECNICA DA CRA SES PARA ACRESENTAR O FORMULARIO, E ORIENTAÇÕES REFERENTE AO FLUXO DO PROCESSO TFD PARA ENVIO VIA OFICIO PARA A UNIDADE DE DESTINHO SOLICITANDO APOIO A CNRAC QUANDO NECESSARIO.;False;;False;2026-02-01 17:46:48.614354-05:00;2026-02-01 17:46:48.614370-05:00
d2d93247-4bd3-4d7e-92c4-5577ff95a81b;874;Solicitar tratamento fora de domicílio;tratamento-fora-de-domicilio43;saude-e-cuidado;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;AUSENCIA DO MANUAL TFD ATUALIZADO NO SITE.;False;;False;2026-02-01 17:43:05.084632-05:00;2026-02-01 17:43:05.084647-05:00
42f2cf6d-eda3-4f54-95b0-250f3d6acfce;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Não consigo marcar para refazer minha identidade;False;;False;2026-01-30 16:45:21.722252-05:00;2026-01-30 16:45:21.722268-05:00
1129d04d-ac5a-4850-aac1-75274c60f472;1483;Solicitar atestado de permanência carcerária;solicitar-atestado-de-permanencia-carceraria48;direitos-e-cidadania;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;NÃO ACESSA NADA NO ATENDIMENTO PRESENCIAL OU DIGITAL, FICA RODANDO O TEMPO SOÓ;False;;False;2026-01-30 12:52:04.943148-05:00;2026-01-30 12:52:04.943166-05:00
5c7b6723-c503-4be0-8dfd-4d86b031eae9;1161;Solicitar licença de aprendizagem de direção veicular - LADV;solicitaremitir-licenca-de-aprendizagem-de-direcao-veicular-ladv2;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;moro no amazonas;True;MOra no amazonas;True;2026-01-29 14:22:26.130245-05:00;2026-02-05 09:08:40.210880-05:00
c8a39bd8-a7c2-4819-a4cc-b84898aaaf8c;1099;Participar do Programa CNH MS Social;participar-do-programa-cnh-ms-social138;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Preciso autorização para o estado do RIO GRANDE DO SUL;True;Não há edital aberto no momento.;True;2026-01-29 13:16:09.842187-05:00;2026-02-05 09:09:10.283372-05:00
6c1f0878-2bbf-4115-b485-cfd46b000dea;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Não consigo acessar o site para solicitação do certificado;False;O link foi excluído, até atualização da informação.;True;2026-01-29 09:36:24.365347-05:00;2026-04-15 14:37:25.425189-04:00
00973e45-92e2-43ca-8f86-a64a1c1f4c07;1139;Solicitar Mudança de Categoria na Carteira Nacional de Habilitação - CNH;solicitar-mudanca-de-categoria-na-carteira-nacional-de-habilitacao-cnh4;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Sou da Bahia;True;Cidadão mora na Bahia.;True;2026-01-28 14:28:49.181079-05:00;2026-02-05 09:09:34.704254-05:00
d2091b53-80ad-446d-b813-e10fd31de33e;1136;Solicitar Processo Primeira Habilitação (Permissão para Dirigir-PpD);solicitar-processo-primeira-habilitacao-permissao-para-dirigir-ppd42;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Estado errado sou da Paraíba;True;Cidadão mora na Paraíba.;True;2026-01-28 01:47:59.745384-05:00;2026-02-05 09:10:07.073653-05:00
bb6d783e-a026-44aa-950a-14aee9d48f1f;741;Emitir guias para pagamento de multas;emissao-de-guias-para-pagamento-de-multas173;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Não encontro a opção Espírito santo;True;Cidadão busca serviço para o Estado do Espirito Santo.;True;2026-01-25 15:00:33.171867-05:00;2026-02-05 09:10:49.835574-05:00
aed3d769-9d57-4152-937a-1280deaf497b;1161;Solicitar licença de aprendizagem de direção veicular - LADV;solicitaremitir-licenca-de-aprendizagem-de-direcao-veicular-ladv2;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Eu sou do estado de minas gerais mim encaminhou para ca;True;Cidadão busca serviço referente ao EStado de Minas Gerais.;True;2026-01-24 21:38:30.870089-05:00;2026-02-05 09:11:41.247018-05:00
dcaf5661-10c9-47d8-a2ff-87343bf3a01b;1136;Solicitar Processo Primeira Habilitação (Permissão para Dirigir-PpD);solicitar-processo-primeira-habilitacao-permissao-para-dirigir-ppd42;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Moro em Mogi e está aparecendo opções em outro estado;True;Cidadão mora em outro Estado.;True;2026-01-24 11:27:27.342952-05:00;2026-02-05 09:12:27.817477-05:00
58cabd32-79a6-415e-88ef-88908ec2405f;864;Solicitar informações sobre dados cadastrais;solicitar-informacoes-sobre-dados-cadastrais-da-conta-de-agua-eou-esgoto158;empresa-industria-e-comercio;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Meu gov br perdi o acesso a senha e o nùmero gmail pq mudei de celular perdi o número desejo q vc mande um jeito de eu entrar pelo meu novo gmail cleiajunqueira322@gmail.com;False;;False;2026-01-23 15:18:32.065249-05:00;2026-01-23 15:18:32.065263-05:00
67c7417c-3c0c-4678-ac24-3e49dd4a98e5;1161;Solicitar licença de aprendizagem de direção veicular - LADV;solicitaremitir-licenca-de-aprendizagem-de-direcao-veicular-ladv2;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Não estou conseguindo emitir;True;Não há clareza no motivo de não ter conseguido.;True;2026-01-22 12:19:41.543065-05:00;2026-02-05 09:15:59.913102-05:00
6be1f73f-e56b-4eae-823c-128002cb472c;1136;Solicitar Processo Primeira Habilitação (Permissão para Dirigir-PpD);solicitar-processo-primeira-habilitacao-permissao-para-dirigir-ppd42;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Sou de Guarulhos SP n estou achando;True;Cidadão é de Guarulhos.;True;2026-01-21 16:07:53.151437-05:00;2026-02-05 09:22:50.537333-05:00
52eb4a5f-66cc-4e6c-ab0a-af523353b77b;1152;Solicitar bloqueio de ligação de telemarketing;solicitar-bloqueio-de-ligacao-de-telemaketing22;direitos-e-cidadania;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Ao digitar o CEP, o campo de endereço recebe no nome da Cidade e não permite alteração. E os campos de cidade e bairro não aceitam preenchimento.;True;O usuário não se identificou, porém solicitei ao responsável pela Carta de Serviço que verifique se esta ocorrendo de fato este possível erro.;True;2026-01-21 12:35:41.124004-05:00;2026-01-22 14:35:27.302121-05:00
88010c4d-1592-4229-9320-c94f39403c9f;729;Solicitar Agendamento de Exame/Reexame Teórico Técnico;solicitacao-de-aplicacao-de-exames-de-habilitacao-teorico-e-pratico143;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Não tem minha cidade;True;Cidadão é de outro Estado.;True;2026-01-21 09:55:16.087677-05:00;2026-02-05 09:23:21.231207-05:00
c490b387-8403-4a9c-a9a8-c49719a43c75;1465;Emitir boleto para pagar débito inscrito em dívida ativa e protestado;emitir-boleto-para-pagamento-de-divida-ativa-protestada135;administracao-publica;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Quando entra no link para emissão de boleto não emite e depois aparece uma mensagem para atendimento presencial.;False;;False;2026-01-20 15:45:28.873023-05:00;2026-01-20 15:45:28.873038-05:00
8b501879-dbfc-4911-b3c6-ab1da6e99348;1137;Solicitar Carteira Nacional de Habilitação - Definitiva;solicitar-carteira-nacional-de-habilitacao-definitiva104;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;nao sou do mato grosso do sul.sou do ceara;True;Cidadão de outro Estado.;True;2026-01-20 10:45:33.494671-05:00;2026-02-05 09:23:52.514545-05:00
3e13b478-1a5e-45d9-8683-a52f648df4c2;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Nao consigo colocar a data de nascimento...;False;;False;2026-01-20 10:06:57.900150-05:00;2026-01-20 10:06:57.900165-05:00
49af8d8a-bd12-4642-b1eb-03b031f9f699;749;Requerer a certidão de tempo de contribuição e/ou declaração de tempo de contribuição;requerer-certidao-de-tempo-de-contribuicao-eou-declaracao-de-tempo-de-contribuicao98;trabalho-emprego-e-previdencia;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;"Quis agendar atendimento presencial no Estado do Espírito Santo. O site é bastante confuso. Deveria ser mais didático e ter a opção ""ESCOLHER ESTADO"" e ir direto agendar nos postos estaduais. Quem não tem conhecimento de Informática fica perdido, isso é EXCLUSÃO DIGITAL.";True;Constatou-se que a manifestação foi registrada de forma equivocada, uma vez que o usuário buscou agendamento presencial em unidade localizada em outro ente federativo, não abrangido pela atuação da Ageprev, responsável pelo RPPS/MS. Trata-se, portanto, de erro de direcionamento da solicitação, não relacionado à prestação do serviço no âmbito desta Agência.;True;2026-01-19 21:30:22.167907-05:00;2026-02-03 09:02:38.109639-05:00
49e294e8-a7e9-4e21-81fe-57de76399c23;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;NÃO TEM LISTAGEM, NÃO TEM COMO EMITIR O CERTIFICADO;False;Link atualizado.;True;2026-01-19 12:58:40.620577-05:00;2026-04-15 14:19:10.833953-04:00
f6ffd642-cd6f-4821-8424-b2f744859ec3;1137;Solicitar Carteira Nacional de Habilitação - Definitiva;solicitar-carteira-nacional-de-habilitacao-definitiva104;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Endereço;True;Não foi claro no conteúdo.;True;2026-01-19 06:52:45.216051-05:00;2026-02-05 09:24:26.728952-05:00
e4eef618-623c-4800-aafe-638b2accbd6c;1276;Solicitar atualização de dados cadastrais no SAU - Sistema Acadêmico da UEMS;atualizacao-de-dados-cadastrais-no-sau-sistema-academico-da-uems70;educacao-e-pesquisa;UEMS;Universidade Estadual de Mato Grosso do Sul;Daniel Alves da Silva lli932084@gmail.com;False;;False;2026-01-16 19:26:26.474448-05:00;2026-01-16 19:26:26.474463-05:00
fe7e1c5f-237a-410a-b82c-1fd449dd48fb;684;Buscar atendimento previdenciário – servidores, aposentados e pensionistas;atendimento-ao-segurado189;trabalho-emprego-e-previdencia;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Não consigo agendar atendimento. Na aba selecionar unidade para atendimento ele já apresenta o erro e trava.;True;"A manifestação indica possível instabilidade no fluxo de agendamento da plataforma, especificamente na etapa de seleção da unidade de atendimento. O registro foi comunicado por mensagem eletrônica para verificação técnica (Gsis, Dirgin; Cc. para conhecimento: Gease, Dirb e Diraj), com vistas à identificação e correção de eventual falha no sistema.";True;2026-01-16 09:27:28.385023-05:00;2026-02-03 09:00:59.810718-05:00
f9311fab-1093-42c3-b189-70b1f59f9380;257;Solicitar carteira de identificação por nome social - CNS;solicitar-carteira-de-identificacao-por-nome-social-cns171;direitos-e-cidadania;SEC;Secretaria de Estado da Cidadania;Quero agendar para baixo Guandu;False;;False;2026-01-16 06:34:00.448912-05:00;2026-01-16 06:34:00.448927-05:00
9d4f0394-f05a-454e-9e0e-a6dcc1b501dc;1137;Solicitar Carteira Nacional de Habilitação - Definitiva;solicitar-carteira-nacional-de-habilitacao-definitiva104;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Não está na minha localização;True;Cidadão é de outro Estado;True;2026-01-14 21:07:20.509250-05:00;2026-02-05 09:25:06.366206-05:00
27509473-4457-451f-84d4-54209c9d1be9;1418;Conhecimento de transporte eletrônico (CT-e), modelo 57 - credenciamento;conhecimento-de-transporte-eletronico-ct-e-modelo-57-pedido-de-credenciamento-para-emissao122;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;AINDA NÃO FOI LIBERADO PARA EMISSÃO DO CT-E NO AMBIENTE DE PRODUÇÃO, E JÁ CUMPRI TODOS OS REQUISITOS.;True;"O problema reportado não se relaciona à Carta de Serviços.
Para a solução de problemas técnicos o usuário deve abrir chamado de suporte através dos telefones (67) 3318-3600 (voz) ou (67) 3318-3700 (WhatsApp).";True;2026-01-14 14:11:25.984073-05:00;2026-01-15 16:40:03.895001-05:00
057b31d4-b2c7-421f-a78d-18deef240be4;135;Emitir certidão de antecedentes criminais;expedicao-de-certidao-de-antecedentes-criminais35;seguranca;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;"Boa tarde! Estou desde manha tentando acessar o meu ""antecedentes criminais"" e nao consigo.  Fui na Dep., eles dizem que só o cidadão que faz on line. Mas é complicado demais para nós que nao mexemos com o sistema do governo.  Por favor, liberem para que nas delegacias façam por nós.";False;;False;2026-01-13 13:06:59.275247-05:00;2026-01-13 13:06:59.275262-05:00
56d52a96-f3ec-4657-aa2f-a9cf16cbc03d;367;IPVA - redução para pessoa com deficiência (PcD);ipva-reducao-do-ipva-para-proprietario-ou-possuidor-paraplegico-ou-portador-de-deficiencia-fisica104;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Apesar do governo federal reconhecer, por meio legal, a equiparação da pessoa portadora de fibromialgia à pessoa com deficiência, a SEFAZ MS não atualizou a legislação e os servidores não estão disponibilizando o desconto a quem tem direito.;True;"O problema reportado não se relaciona à Carta de Serviços.
Eventuais dúvidas e questionamentos a respeito da legislação tributária devem ser direcionadas para o Fale Conosco no endereço abaixo.
https://www.faleconosco.ms.gov.br/faleconosco/login/login.jsf

Para denúncias e reclamações de serviços prestados pela SEFAZ, acessar o link https://www.sefaz.ms.gov.br/ouvidoria.";True;2026-01-12 15:27:37.931397-05:00;2026-01-15 16:39:26.661694-05:00
6bf71217-23d6-4665-a9db-fcce7021c523;1157;Atualizar endereço de condutor (CNH/PPD);atualizar-endereco-de-condutora-cnhppd109;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Meu cpf esta a ser utilizado por outra pessoa. Eu sou cidadão estrangeiro residente no Brasil natural de Angola. Carlos Eduardo Reis dos Santos casado com Debirah Dornellas coelho Duarte de Oliveira.;True;Cidadão é de outra nacionalidade, e não foi claro em sua demanda.;True;2026-01-12 14:11:17.734304-05:00;2026-02-05 09:26:16.644908-05:00
bb3f3e39-5cb4-4ba3-b0af-a35464c61052;1136;Solicitar Processo Primeira Habilitação (Permissão para Dirigir-PpD);solicitar-processo-primeira-habilitacao-permissao-para-dirigir-ppd42;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;local errado;True;"Provavelmente mora em outro Estado, pois apenas reportou ""local errado""";True;2026-01-11 18:13:13.630619-05:00;2026-02-05 09:27:23.034811-05:00
7ced61d5-edd8-47b6-aec8-d69d71b35c5f;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Não estou conseguindo inserir a data de nascimento no campo obrigatório para agendar um horário;False;;False;2026-01-11 16:19:50.447946-05:00;2026-01-11 16:19:50.447970-05:00
860ab07f-d22f-4e24-be1d-bfc26e45b592;679;Cursar atualização para renovar a CNH;renovacao-de-cnh-vencida-ha-mais-de-5-anos141;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Sou da cidade de Paulínia sp e não estou conseguindo renovar minha cnh;True;Cidadão de SP.;True;2026-01-11 06:35:18.117740-05:00;2026-02-05 09:27:49.139211-05:00
d10ab0d6-1213-4308-a391-06d95be1a03d;1372;Processo Seletivo Permanente - Notas do ENEM - Vagas Remanescentes;processo-seletivo-permanente-notas-do-enem-vagas-remanescentes60;educacao-e-pesquisa;UEMS;Universidade Estadual de Mato Grosso do Sul;Sou de Pernambuco e só me mostrou Mato Grosso;False;;False;2026-01-10 19:56:50.994673-05:00;2026-01-10 19:56:50.994690-05:00
e5e4dddd-4d38-4e4e-8191-5b8a03a4c3df;124;Pendências fiscais e/ou cadastrais - regularização;pendencias-fiscais-eou-cadastrais-regularizacao149;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;NAO CONSIGO FAZER MEU REGISTRO.;True;O usuário não descreveu o problema.;True;2026-01-09 11:09:42.706848-05:00;2026-01-15 16:37:51.915748-05:00
5bf7b6cd-0ee8-4f84-83c9-5f42b8427b52;553;Solicitar liberação para exposição e comercialização de peças artesanais de MS;exposicao-e-comercializacao-de-pecas-artesanais-de-ms143;educacao-e-pesquisa;FCMS;Fundação de Cultura de Mato Grosso do Sul;"A etapa 1 e a etapa 2 dizem a mesma coisa
Ambas dizem “solicitar a liberação para comercialização e exposição”.
Não fica claro se existe:

A frase “Visitar a casa do artesão e escolher as peças para aquisição” 
Parece direcionada para o consumidor, não para o artesão.

Não há informações sobre horários, contato e endereço";False;;False;2026-01-08 15:12:39.939491-05:00;2026-01-08 15:12:39.939502-05:00
563da717-c8f5-458e-a410-fb2f3bf6be16;270;Certidão tributária estadual - emissão (certidão negativa de débitos estaduais);certidao-tributaria-estadual-emissao152;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;"Não está gerando pelo link a certidão negativa, e não temos nenhuma pendência. Qual seria a solução nesse caso?
nosso e-mail: fiscal@trouwnutrition.com";True;"O problema reportado não se relaciona à Carta de Serviços.
Para a solução de problemas técnicos o usuário deve abrir chamado de suporte através dos telefones (67) 3318-3600 (voz) ou (67) 3318-3700 (WhatsApp).";True;2026-01-08 14:45:27.488441-05:00;2026-01-15 16:34:07.792375-05:00
b6e7efc2-4a64-4ae8-b988-668e2930d6ef;1020;IPVA - consulta de débito;ipva-consulta-de-debito54;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;IPVA janeiro 2025;True;O usuário não descreveu o problema.;True;2026-01-08 14:38:49.971665-05:00;2026-01-15 16:32:19.410282-05:00
ba50948e-7bbc-4dc3-9b27-5f2237d840ad;1457;Emitir, no formato digital, a Carteira de Identificação da Pessoa com Transtorno do Espectro Autista;emitir-no-formato-digital-a-carteira-de-identificacao-da-pessoa-com-transtorno-do-espectro-autista63;assistencia-social;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;O meu filho já tem a carteirinha do ciptea, só preciso abrir no site para ver novamente.;True;O Sr Dario não deixei nenhuma opção de contato e não explanou exatamente qual era a necessidade.;True;2026-01-08 07:02:37.593648-05:00;2026-01-22 14:31:34.966303-05:00
766a5ea0-e266-4253-81ff-56acc48c2458;125;Solicitar carteira de identidade;expedicao-de-carteira-de-identidade127;direitos-e-cidadania;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Não consigo digitar a data de nascimento. Erro no sistema?;False;;False;2026-01-07 14:45:45.416789-05:00;2026-01-07 14:45:45.416804-05:00
201f7543-bd2f-4e4b-a3f0-306a79df8090;1029;e-Fazenda - cadastro;portal-e-fazenda-cadastro135;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;"ola?  pessoal
Gostaria de mudar o perfil de cidadão para contador e depois fazer vinculo. Como na página  e-fazenda  é que faço o  cadastro não achei solução para fazer a mudança, preciso fazer  o vinculo para depois assinar o termo, ja tenho o pedido da empresa da emissão de nota, por favor ajudem?
como fazer  o  cadastro, ou no caso é alterar o perfil para contador?  preciso da ajuda de V.Sas.";True;"O problema reportado não se relaciona à Carta de Serviços.
Eventuais dúvidas e questionamentos a respeito da legislação tributária e procedimentos operacionais devem ser direcionados para o Fale Conosco no endereço abaixo.
https://www.faleconosco.ms.gov.br/faleconosco/login/login.jsf";True;2026-01-07 12:50:09.772273-05:00;2026-01-15 16:31:24.887663-05:00
9be24ad4-1817-4f05-b39a-f91491863efe;1377;Atendimento da equipe de comunicação;atendimento-da-equipe-de-comunicacao185;comunicacao-e-transparencia;UEMS;Universidade Estadual de Mato Grosso do Sul;não estou conseguindo marcar um atendimento online, porfavor resolver isso.;False;;False;2026-01-06 10:39:49.349256-05:00;2026-01-06 10:39:49.349270-05:00
561e7c4d-5a85-45e8-bb52-3b9b68a8fc5b;1157;Atualizar endereço de condutor (CNH/PPD);atualizar-endereco-de-condutora-cnhppd109;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Preciso de atualizar endereço no Detran de minas gerais;True;Cidadão busca serviço referente ao Estado de MG;True;2026-01-06 07:54:03.918306-05:00;2026-02-05 09:28:21.168275-05:00
36c17378-5c59-4fb8-8e04-33404785bb1b;1093;Solicitar caravana da castração;caravana-da-castracao-servico-a-ser-oferecido-a-partir-de-novembro202454;direitos-e-cidadania;SETESC;Secretaria de Estado de Turismo, Esporte e Cultura;Não consigo agendar a castração do meu pet;False;;False;2026-01-06 05:14:02.925811-05:00;2026-01-06 05:14:02.925825-05:00
68002c78-a4ab-486c-91c4-c3afd5fb83c4;1022;Emitir certificado do ensino médio;emitir-certificado-de-conclusao-do-ensino-medio111;educacao-e-pesquisa;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Não consigo pegar minha certidão da conclusão do encimo medio;False;O link foi excluído, até atualização da informação.;True;2026-01-05 20:51:32.646477-05:00;2026-04-15 14:37:40.896762-04:00
110dc9ad-92a1-4910-b1ef-70899025e2a1;1161;Solicitar licença de aprendizagem de direção veicular - LADV;solicitaremitir-licenca-de-aprendizagem-de-direcao-veicular-ladv2;transito-e-transportes;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Eu quero o gov mg;True;Cidadão busca serviço referente ao Estado de MG.;True;2026-01-05 11:39:29.777003-05:00;2026-02-05 09:28:59.324853-05:00
9cfeddc3-c322-4713-876a-96401e3f360f;367;IPVA - redução para pessoa com deficiência (PcD);ipva-reducao-do-ipva-para-proprietario-ou-possuidor-paraplegico-ou-portador-de-deficiencia-fisica104;financas-e-impostos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;o ipva de 2026 ficou com maior valor que 2025. por que?;True;"O problema reportado não se relaciona à Carta de Serviços.
Eventuais dúvidas e questionamentos a respeito da legislação tributária devem ser direcionadas para o Fale Conosco no endereço abaixo.
https://www.faleconosco.ms.gov.br/faleconosco/login/login.jsf";True;2026-01-05 10:57:27.482676-05:00;2026-01-15 16:28:25.000851-05:00
162469e0-0dd3-47fe-baac-4f0e7e1b10f3;1464;Localizar pessoa privada de liberdade;localizar-pessoa-privada-de-liberdade21;seguranca;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Não consigo acessar;True;A falta de acesso ocorreu pela mudança na estrutura do site mas já foi corrigido.;True;2026-01-05 09:14:50.194978-05:00;2026-01-13 13:48:10.310214-05:00
